"x"
"1000"
"-1"
"400"
"2000"
"1"
"0.6"
"Bspline"
"2"
"7"
"lasso"
"0.066"
"0.052"
"1"
"1"
"0.999"
"1"
"0.065"
"0.043"
"1"
"1"
"0.057"
"0.038"
