"x"
"1000"
"-1"
"400"
"2000"
"1"
"1.8"
"Bspline"
"2"
"7"
"lasso"
"0.067"
"0.034"
"1"
"1"
"0.584"
"0.442"
"0.05"
"0.06"
"1"
"1"
"0.453"
"0.181"
