"x"
"1000"
"-1"
"400"
"2000"
"1"
"1.4"
"Bspline"
"2"
"7"
"lasso"
"0.059"
"0.043"
"1"
"1"
"0.682"
"0.697"
"0.045"
"0.058"
"1"
"1"
"0.236"
"0.214"
