"x"
"1000"
"-1"
"400"
"2000"
"1"
"1.6"
"Bspline"
"2"
"7"
"lasso"
"0.056"
"0.038"
"1"
"1"
"0.615"
"0.568"
"0.048"
"0.06"
"1"
"1"
"0.342"
"0.208"
