"x"
"1000"
"-1"
"400"
"2000"
"1"
"0.4"
"Bspline"
"2"
"7"
"lasso"
"0.07"
"0.054"
"1"
"1"
"1"
"1"
"0.068"
"0.041"
"1"
"1"
"0.035"
"0.09"
