"x"
"1000"
"-1"
"400"
"2000"
"1"
"0.8"
"Bspline"
"2"
"7"
"lasso"
"0.056"
"0.047"
"1"
"1"
"0.982"
"0.991"
"0.052"
"0.046"
"1"
"1"
"0.07"
"0.054"
