"x"
"1000"
"-1"
"400"
"2000"
"1"
"1.2"
"Bspline"
"2"
"7"
"lasso"
"0.054"
"0.052"
"1"
"1"
"0.812"
"0.844"
"0.049"
"0.059"
"1"
"1"
"0.143"
"0.187"
