"x"
"1000"
"-1"
"400"
"2000"
"1"
"0.05"
"Bspline"
"2"
"7"
"lasso"
"0.13"
"0.055"
"1"
"1"
"1"
"1"
"0.058"
"0.044"
"1"
"1"
"0.036"
"0.316"
