"x"
"1000"
"-1"
"400"
"2000"
"1"
"0.01"
"Bspline"
"2"
"7"
"lasso"
"0.158"
"0.053"
"1"
"1"
"1"
"1"
"0.062"
"0.049"
"1"
"1"
"0.048"
"0.347"
