"x"
"1000"
"-1"
"400"
"2"
"1"
"MVN"
"Bspline"
"random"
"30"
"2"
"7"
"lasso"
"0.045"
"0.06"
"0.045"
"0.064"
"0.796"
"0.723"
"0.74"
"0.741"
"0.719"
"0.728"
"0.727"
"0.729"
"0.753"
"0.727"
"0.736"
"0.704"
"0.747"
"0.726"
"0.75"
"0.733"
"0.73"
"0.734"
"0.714"
"0.739"
"0.716"
"0.722"
"0.731"
"0.724"
"0.695"
"0.67"
"0.692"
"0.66"
"0.686"
"0.678"
"0.051"
"0.045"
"0.044"
"0.065"
"0.803"
"0.733"
"0.757"
"0.741"
"0.748"
"0.742"
"0.76"
"0.766"
"0.736"
"0.723"
"0.743"
"0.737"
"0.738"
"0.757"
"0.762"
"0.744"
"0.742"
"0.726"
"0.724"
"0.739"
"0.752"
"0.708"
"0.729"
"0.731"
"0.044"
"0.04"
"0.045"
"0.048"
"0.033"
"0.034"
