"x"
"1000"
"-1"
"400"
"3"
"1"
"MVN"
"Bspline"
"random"
"20"
"3"
"7"
"lasso"
"0.044"
"0.044"
"0.044"
"0.048"
"0.974"
"0.955"
"0.954"
"0.943"
"0.954"
"0.949"
"0.95"
"0.956"
"0.95"
"0.941"
"0.94"
"0.963"
"0.979"
"0.973"
"0.977"
"0.974"
"0.974"
"0.975"
"0.967"
"0.976"
"0.05"
"0.059"
"0.038"
"0.05"
"0.254"
"0.239"
"0.223"
"0.239"
"0.215"
"0.231"
"0.228"
"0.235"
"0.232"
"0.24"
"0.219"
"0.238"
"0.527"
"0.545"
"0.531"
"0.548"
"0.533"
"0.546"
"0.535"
"0.563"
