"x"
"1000"
"-1"
"400"
"2"
"1"
"MVN"
"Bspline"
"random"
"40"
"2"
"7"
"lasso"
"0.045"
"0.04"
"0.042"
"0.045"
"0.612"
"0.558"
"0.518"
"0.529"
"0.549"
"0.554"
"0.546"
"0.54"
"0.551"
"0.526"
"0.537"
"0.548"
"0.551"
"0.532"
"0.545"
"0.571"
"0.513"
"0.525"
"0.562"
"0.57"
"0.564"
"0.534"
"0.529"
"0.553"
"0.537"
"0.544"
"0.549"
"0.569"
"0.565"
"0.56"
"0.507"
"0.557"
"0.429"
"0.39"
"0.42"
"0.437"
"0.41"
"0.425"
"0.429"
"0.443"
"0.056"
"0.052"
"0.063"
"0.048"
"0.583"
"0.572"
"0.53"
"0.562"
"0.558"
"0.547"
"0.562"
"0.558"
"0.536"
"0.53"
"0.537"
"0.539"
"0.523"
"0.553"
"0.58"
"0.556"
"0.53"
"0.539"
"0.539"
"0.556"
"0.551"
"0.554"
"0.577"
"0.571"
"0.541"
"0.562"
"0.544"
"0.583"
"0.539"
"0.543"
"0.528"
"0.562"
"0.063"
"0.036"
"0.036"
"0.039"
"0.042"
"0.041"
"0.027"
"0.044"
