"x"
"1000"
"-1"
"400"
"4"
"1"
"Chi"
"Bspline"
"random"
"10"
"4"
"7"
"lasso"
"0.039"
"0.035"
"0.042"
"0.031"
"0.77"
"0.787"
"1"
"1"
"1"
"1"
"0.219"
"0.216"
"0.213"
"0.219"
"0.048"
"0.05"
"0.045"
"0.058"
"0.039"
"0.046"
"0.482"
"0.488"
"0.448"
"0.467"
"0.049"
"0.038"
"0.053"
"0.046"
