"x"
"1000"
"-1"
"400"
"3"
"1"
"Chi"
"Bspline"
"random"
"10"
"3"
"7"
"lasso"
"0.034"
"0.031"
"0.037"
"0.032"
"0.999"
"1"
"0.999"
"1"
"1"
"1"
"1"
"1"
"1"
"1"
"0.053"
"0.044"
"0.045"
"0.051"
"0.202"
"0.192"
"0.215"
"0.209"
"0.192"
"0.214"
"0.301"
"0.316"
"0.336"
"0.319"
