"x"
"1000"
"-1"
"400"
"1"
"1"
"Chi"
"Bspline"
"random"
"10"
"1"
"7"
"lasso"
"0.049"
"0.046"
"0.039"
"0.046"
"1"
"1"
"1"
"1"
"1"
"1"
"1"
"1"
"1"
"1"
"0.059"
"0.055"
"0.048"
"0.046"
"1"
"1"
"1"
"1"
"1"
"1"
"1"
"1"
"1"
"1"
