"x"
"1000"
"-1"
"400"
"5"
"1"
"Tdist"
"Bspline"
"random"
"10"
"5"
"7"
"lasso"
"0.039"
"0.026"
"0.038"
"0.036"
"0.884"
"0.836"
"1"
"1"
"0.998"
"0.999"
"0.758"
"0.756"
"0.958"
"0.961"
"0.266"
"0.266"
"0.23"
"0.236"
"0.281"
"0.272"
"0.618"
"0.627"
"0.534"
"0.525"
"0.273"
"0.274"
"0.23"
"0.29"
