"x"
"1000"
"-1"
"400"
"4"
"1"
"Mixture"
"Bspline"
"random"
"10"
"4"
"7"
"lasso"
"0.042"
"0.04"
"0.04"
"0.038"
"1"
"1"
"1"
"1"
"0.905"
"0.915"
"1"
"0.998"
"1"
"0.999"
"0.058"
"0.054"
"0.054"
"0.039"
"0.968"
"0.956"
"1"
"1"
"0.913"
"0.901"
"0.917"
"0.924"
"0.927"
"0.928"
