"x"
"1000"
"-1"
"400"
"4"
"1"
"Tdist"
"Bspline"
"random"
"10"
"4"
"7"
"lasso"
"0.037"
"0.036"
"0.038"
"0.045"
"0.999"
"0.998"
"1"
"1"
"0.87"
"0.881"
"0.962"
"0.944"
"0.962"
"0.957"
"0.261"
"0.256"
"0.234"
"0.231"
"0.296"
"0.27"
"0.721"
"0.735"
"0.412"
"0.402"
"0.279"
"0.281"
"0.241"
"0.29"
