"x"
"1000"
"-1"
"400"
"2"
"1"
"Chi"
"Bspline"
"random"
"10"
"2"
"7"
"lasso"
"0.056"
"0.048"
"0.047"
"0.041"
"1"
"1"
"1"
"1"
"1"
"1"
"1"
"1"
"0.993"
"0.99"
"0.052"
"0.056"
"0.06"
"0.058"
"0.996"
"0.992"
"0.994"
"0.998"
"0.996"
"0.994"
"0.998"
"0.998"
"0.004"
"0.007"
