"x"
"1000"
"-1"
"400"
"5"
"1"
"MSN"
"Bspline"
"random"
"10"
"5"
"7"
"lasso"
"0.052"
"0.037"
"0.049"
"0.05"
"0.928"
"0.927"
"1"
"1"
"1"
"1"
"0.932"
"0.947"
"1"
"1"
"0.07"
"0.045"
"0.053"
"0.047"
"0.719"
"0.754"
"0.994"
"0.993"
"0.997"
"0.998"
"0.732"
"0.729"
"0.935"
"0.924"
