"x"
"1000"
"-1"
"400"
"1"
"1"
"MVN"
"Bspline"
"random"
"10"
"1"
"7"
"lasso"
"0.037"
"0.041"
"0.043"
"0.048"
"1"
"1"
"1"
"1"
"1"
"1"
"1"
"1"
"1"
"1"
"0.051"
"0.058"
"0.071"
"0.047"
"1"
"1"
"1"
"1"
"1"
"1"
"1"
"1"
"1"
"1"
