"x"
"1000"
"-1"
"400"
"3"
"1"
"MSN"
"Bspline"
"random"
"10"
"3"
"7"
"lasso"
"0.039"
"0.043"
"0.041"
"0.053"
"1"
"1"
"1"
"1"
"1"
"1"
"1"
"1"
"1"
"1"
"0.057"
"0.043"
"0.041"
"0.057"
"0.784"
"0.803"
"0.774"
"0.808"
"0.787"
"0.78"
"0.973"
"0.976"
"0.973"
"0.973"
