"x"
"1000"
"-1"
"400"
"2"
"1"
"Tdist"
"Bspline"
"random"
"10"
"2"
"7"
"lasso"
"0.039"
"0.056"
"0.049"
"0.04"
"1"
"1"
"1"
"1"
"1"
"1"
"1"
"1"
"1"
"1"
"0.064"
"0.074"
"0.087"
"0.075"
"1"
"0.999"
"1"
"0.998"
"0.998"
"0.998"
"1"
"0.998"
"0.064"
"0.046"
