"x"
"1000"
"-1"
"400"
"2000"
"1"
"0.05"
"Bspline"
"2"
"7"
"lasso"
"0.071"
"0.049"
"1"
"1"
"1"
"1"
"0.044"
"0.047"
"1"
"1"
"0.036"
"0.14"
