"x"
"1000"
"-1"
"400"
"2000"
"1"
"0.01"
"Bspline"
"2"
"7"
"lasso"
"0.073"
"0.055"
"1"
"1"
"1"
"1"
"0.046"
"0.05"
"1"
"1"
"0.062"
"0.172"
