"x"
"1000"
"-1"
"400"
"2000"
"1"
"1.2"
"Bspline"
"2"
"7"
"lasso"
"0.053"
"0.052"
"1"
"1"
"0.881"
"0.913"
"0.053"
"0.051"
"1"
"1"
"0.092"
"0.165"
