"x"
"1000"
"-1"
"400"
"2000"
"1"
"0.4"
"Bspline"
"2"
"7"
"lasso"
"0.075"
"0.05"
"1"
"1"
"0.999"
"1"
"0.05"
"0.034"
"1"
"1"
"0.066"
"0.028"
