"x"
"1000"
"-1"
"400"
"2000"
"1"
"0.8"
"Bspline"
"2"
"7"
"lasso"
"0.055"
"0.046"
"1"
"1"
"0.973"
"0.984"
"0.047"
"0.05"
"1"
"1"
"0.078"
"0.076"
