"x"
"1000"
"-1"
"400"
"2000"
"1"
"1.6"
"Bspline"
"2"
"7"
"lasso"
"0.054"
"0.04"
"1"
"1"
"0.748"
"0.774"
"0.05"
"0.049"
"1"
"1"
"0.132"
"0.187"
