"x"
"1000"
"-1"
"400"
"2000"
"1"
"1.4"
"Bspline"
"2"
"7"
"lasso"
"0.06"
"0.048"
"1"
"1"
"0.815"
"0.85"
"0.053"
"0.048"
"1"
"1"
"0.105"
"0.179"
