"x"
"1000"
"-1"
"400"
"2000"
"1"
"0.2"
"Bspline"
"2"
"7"
"lasso"
"0.061"
"0.053"
"1"
"1"
"1"
"1"
"0.049"
"0.042"
"1"
"1"
"0.034"
"0.054"
