"x"
"1000"
"-1"
"400"
"2000"
"1"
"2"
"Bspline"
"2"
"7"
"lasso"
"0.058"
"0.042"
"1"
"1"
"0.647"
"0.639"
"0.048"
"0.055"
"1"
"1"
"0.175"
"0.199"
