"x"
"1000"
"400"
"5"
"2"
"SCAD"
"1"
"1"
"0.987"
"0.992"
"0.035"
"0.039"
"0.047"
"0.053"
"0.035"
"0.036"
"1"
"1"
"0.152"
"0.151"
"0.05"
"0.07"
"0.049"
"0.047"
"0.051"
"0.051"
