"x"
"1000"
"200"
"5"
"3"
"SCAD"
"1"
"0.031"
"0.979"
"0.041"
"0.03"
"0.029"
"0.022"
"0.03"
"0.036"
"1"
"0.281"
"0.049"
"0.419"
"0.048"
"0.056"
"0.055"
"0.057"
"0.053"
"0.049"
"0.256"
