"x"
"1000"
"200"
"5"
"2"
"SCAD"
"1"
"1"
"0.809"
"0.824"
"0.034"
"0.043"
"0.04"
"0.034"
"0.04"
"0.028"
"1"
"1"
"0.096"
"0.104"
"0.059"
"0.053"
"0.056"
"0.048"
"0.054"
"0.048"
