"x"
"743"
"400"
"5"
"3"
"SCAD"
"1"
"0.018842530282638"
"0.998654104979812"
"0.0201884253028264"
"0.0242261103633917"
"0.0269179004037685"
"0.0269179004037685"
"0.0296096904441454"
"0.0228802153432032"
"1"
"0.333781965006729"
"0.0565275908479139"
"0.407806191117093"
"0.0471063257065949"
"0.0497981157469717"
"0.0551816958277254"
"0.0578734858681023"
"0.0497981157469717"
"0.0390309555854643"
"0.320323014804845"
