"x"
"1000"
"400"
"5"
"1"
"SCAD"
"1"
"1"
"0.048"
"0.04"
"0.034"
"0.049"
"0.045"
"0.037"
"0.042"
"0.043"
"1"
"1"
"0.063"
"0.05"
"0.046"
"0.057"
"0.047"
"0.042"
"0.044"
"0.054"
