"x"
"1000"
"200"
"5"
"1"
"SCAD"
"1"
"1"
"0.038"
"0.044"
"0.048"
"0.036"
"0.033"
"0.037"
"0.038"
"0.042"
"1"
"1"
"0.051"
"0.049"
"0.057"
"0.042"
"0.041"
"0.057"
"0.062"
"0.06"
