"","x"
"1",0.491357466762421
"2",0.0785048527257979
"3",0.371970177743223
"4",0.0791626854187348
"5",0.257060961643266
"6",0.262820557566464
"7",0.360911280997971
"8",0.326322537322329
"9",0.0643070361780859
"10",0.367129563834154
"11",0.0383365184065695
"12",0.560920613135931
"13",0.0649677665074131
"14",0.642109729643546
"15",0.554229908751891
"16",0.324836862636958
"17",0.533712476220239
"18",0.0214782788117757
"19",0.397070952918695
"20",0.673673356949813
"21",0.376825883722316
"22",0.0350708746305604
"23",0.00442259198506045
"24",0.635400844134323
"25",0.877498445901034
"26",0.454752393208248
"27",0.461481444917818
"28",0.559830029166562
"29",0.747559244180241
"30",0.610893010750955
"31",0.568920798305599
"32",0.189144877611883
"33",0.410286856105649
"34",0.0698039740384473
"35",0.943306229482884
"36",0.257988580312367
"37",0.0129947863730828
"38",0.399623219374318
"39",0.814681472543139
"40",0.437781301561538
"41",0.586067174722517
"42",0.637446484142091
"43",0.623611228465724
"44",0.191591013808342
"45",0.459110944832514
"46",0.172950602760879
"47",0.580580727319124
"48",0.0368513029989664
"49",0.744436441076007
"50",0.613438228997479
"51",0.878936341441915
"52",0.168783083457547
"53",0.0716065353775315
"54",0.0679003848646357
"55",0.157568097682413
"56",0.698917544375084
"57",0.14589494302128
"58",0.674983661371723
"59",0.116226965435583
"60",0.177930245206559
"61",0.247317383341504
"62",0.0230070378492303
"63",0.48072928732658
"64",0.130817975463041
"65",0.765745765790809
"66",0.883977454780214
"67",0.331221963826329
"68",0.856619352916877
"69",0.735783611435926
"70",0.344880426462607
"71",0.213825829915207
"72",0.853845975825035
"73",0.116199785372867
"74",0.674793025394381
"75",0.324817881711541
"76",0.199919265370558
"77",0.550641287080104
"78",0.596234166273417
"79",0.207852702384309
"80",0.710417031378805
"81",0.374993499978793
"82",0.940609421395054
"83",0.706665975927163
"84",0.0591033784223022
"85",0.906744963316205
"86",0.446783319912162
"87",0.515589413599308
"88",0.277520822737674
"89",0.138645757049652
"90",0.357653085067357
"91",0.0381957516376431
"92",0.0010233505044569
"93",0.240131882358842
"94",0.58228252052164
"95",0.151260970257256
"96",0.823904431106957
"97",0.188207050349868
"98",0.268071120432631
"99",0.128674858281193
"100",0.186925624604997
"101",0.346350289635891
"102",0.233643715042145
"103",0.360662218368468
"104",0.279987594217216
"105",0.262118314608958
"106",0.211051759254367
"107",0.703206563181919
"108",0.690680947181801
"109",0.662256822008255
"110",0.9477145316085
"111",0.0668425345579318
"112",0.144228704749654
"113",0.200873468451855
"114",0.0335604991897954
"115",0.616198801123296
"116",0.202937279693389
"117",0.191199260575117
"118",0.730818492350409
"119",0.414315258971035
"120",0.189303603008831
"121",0.36787068606172
"122",0.197711437723778
"123",0.102459417789419
"124",0.00072885216865215
"125",0.93904072542947
"126",0.0429576577766265
"127",0.00508859041220899
"128",0.044592098673798
"129",0.563992556808166
"130",0.00717194363040641
"131",0.0378794820806564
"132",0.392699104770806
"133",0.549730944407381
"134",0.533271394360212
"135",0.00202166603495102
"136",0.342579333576805
"137",0.329271877383936
"138",0.773479767441688
"139",0.572826162255314
"140",0.363689461052849
"141",0.473682940644162
"142",0.00168711997214566
"143",0.369692880349875
"144",0.416334343503737
"145",0.749033336607517
"146",0.140123842991738
"147",0.638380326960068
"148",0.856691942885389
"149",0.123633169463207
"150",0.484425099349301
"151",0.820753115947251
"152",0.733485447266101
"153",0.157409587102858
"154",0.812520736969845
"155",0.103651164136433
"156",0.467365827512131
"157",0.197417247685465
"158",0.69207682718868
"159",0.00553353036881787
"160",0.120545974992638
"161",0.274202516284842
"162",0.729781017613077
"163",0.185823906496508
"164",0.571252615691003
"165",0.329354824129993
"166",0.250496386425675
"167",0.426884607043791
"168",0.343510622338456
"169",0.412638863617459
"170",0.033829635143763
"171",0.033792327470175
"172",0.440420753651075
"173",0.934902468101502
"174",0.505181020745222
"175",0.0198759572424666
"176",0.321126896082083
"177",0.0366529716972044
"178",0.672044933494119
"179",0.384866934261892
"180",0.503640300144552
"181",0.345422033802215
"182",0.489540688900469
"183",0.176139094500045
"184",0.757224967595269
"185",0.403964341439038
"186",0.175452696900569
"187",0.19573576546702
"188",0.00101434593289496
"189",0.0158457609080832
"190",0.786089508943403
"191",0.123137471647128
"192",0.107119357018594
"193",0.42406999365565
"194",0.548301045167413
"195",0.298415819557545
"196",0.708110216847487
"197",0.138263060668476
"198",0.216490323630406
"199",3.27719143754512e-05
"200",0.836658717966666
"201",0.136994705115087
"202",0.629702141205693
"203",0.690440979529576
"204",0.349664642274122
"205",0.186179645721051
"206",0.626591673544298
"207",0.604439794212155
"208",0.0458442749899318
"209",0.118344656119905
"210",0.0985742230413381
"211",0.935157184549779
"212",0.664550649723251
"213",0.0403191378413595
"214",0.00876483582335874
"215",0.404198167591865
"216",0.364614156682403
"217",0.117907646181327
"218",0.306966224674801
"219",0.0569759914137645
"220",0.36931088031863
"221",0.791723685107634
"222",0.228662906354195
"223",0.354198440434202
"224",0.267859184001816
"225",0.649437495988536
"226",0.958897135649936
"227",0.88726033803154
"228",0.787931584982055
"229",0.168953531364652
"230",0.185550836340811
"231",0.204776969988781
"232",0.0173705186850572
"233",0.339336932051618
"234",0.528830069685811
"235",0.101508821778892
"236",0.0884043350177524
"237",0.00148546601292765
"238",0.230455102528666
"239",0.0895525530911466
"240",0.218839840371814
"241",0.567692492532182
"242",0.433297086107973
"243",0.324888598681196
"244",0.208592077210311
"245",0.0485873437282297
"246",0.00405158268453465
"247",0.08596352820959
"248",0.00907643391838009
"249",0.270031282602138
"250",0.532078922141024
"251",0.99194082858387
"252",0.182090649686393
"253",0.466539038718846
"254",0.528989095974392
"255",0.349251331806759
"256",0.0292484885357518
"257",0.00975648319240607
"258",0.356144296504512
"259",0.707901059216405
"260",0.85519467133068
"261",0.327540705890402
"262",0.405460577909611
"263",0.734379408708874
"264",0.927183800112691
"265",0.59625030656639
"266",0.330617509292945
"267",0.434636466199664
"268",0.660708366711177
"269",0.865325300430738
"270",0.552867024650868
"271",0.0142504211942981
"272",0.0148501779792407
"273",0.00217337386852479
"274",0.330822058250421
"275",0.300483811047392
"276",0.000386499539338003
"277",0.0490913536423989
"278",0.412747832054926
"279",0.444029103170105
"280",0.854084113094512
"281",0.712590214925938
"282",0.0581474379479092
"283",0.357263990965188
"284",0.263002226005008
"285",0.592532019875325
"286",0.00114891983728971
"287",0.26978258726165
"288",0.0177466783184271
"289",0.0295604624676542
"290",0.0978088845814464
"291",0.51409601340449
"292",0.188680708500117
"293",0.778512037268714
"294",0.0150273919646124
"295",0.391590294760184
"296",0.0139310349967816
"297",0.577690147890232
"298",0.388826673010054
"299",0.242135291140574
"300",0.215122508862346
"301",0.00346697747886293
"302",0.517630045042225
"303",0.000546706829852361
"304",0.842077082372277
"305",0.148639315653826
"306",0.0226829718452899
"307",0.311164833660337
"308",0.218818905201336
"309",0.04073627594633
"310",0.619609904582259
"311",0.0839513784589652
"312",0.827598786207813
"313",0.335813029420223
"314",0.211846989162931
"315",0.233360851814542
"316",0.868423604062306
"317",0.0968856444483055
"318",0.253615444038849
"319",0.0346450700468878
"320",0.583647175593057
"321",0.00029143219345984
"322",0.0718656877684359
"323",0.0853975892629312
"324",0.266557069090625
"325",0.0331822267603066
"326",0.778330391929378
"327",0.756518525919508
"328",0.0420606020820518
"329",0.167971564490946
"330",0.600105965734209
"331",0.0287126301701754
"332",0.0173423297872923
"333",0.0221472839664527
"334",0.246292652844313
"335",0.863114591826448
"336",0.157081149259657
"337",0.602123463263522
"338",0.154908560338342
"339",0.224044193580933
"340",0.065678287763007
"341",0.596872451048283
"342",0.505702304196682
"343",0.0150548719847797
"344",0.339776361278115
"345",0.0684733405857982
"346",0.245990929551815
"347",0.260177948275269
"348",0.187937239842686
"349",0.309878595747035
"350",0.102315853899894
"351",0.85782619874439
"352",0.0745196135948207
"353",0.000207774069322597
"354",0.184957225925512
"355",0.150266881617322
"356",0.366434276689254
"357",0.126734721630898
"358",0.537081318900286
"359",0.118667991920763
"360",0.175861615999798
"361",0.578532489544024
"362",0.0218772443965867
"363",0.0792594736431187
"364",0.345293310778448
"365",0.676101186070848
"366",0.633573051280256
"367",0.478205299814473
"368",0.771456927654804
"369",0.166660582507538
"370",0.37863389025382
"371",0.10867845246555
"372",0.343937707078284
"373",0.298690992198805
"374",0.0381315337085096
"375",0.796685856531344
"376",0.184916532703686
"377",0.0837102802113293
"378",0.288231984901136
"379",0.319859008464443
"380",0.297168138065896
"381",0.109933202272938
"382",0.154846283531413
"383",0.0445737634557629
"384",0.483242556612474
"385",0.228910951305597
"386",0.100411612032749
"387",0.00474944125692889
"388",0.58188526413064
"389",0.533209462002247
"390",0.0369703679678623
"391",0.250713389752997
"392",0.536917688040401
"393",0.42432388336488
"394",0.147771313598848
"395",0.0180719721303845
"396",0.436941571131346
"397",0.549731851152487
"398",0.104381885646028
"399",0.501925210288617
"400",0.0931979241503533
"401",0.502234892139956
"402",0.442866445744088
"403",0.347284062733165
"404",0.378623503349725
"405",0.36140599810852
"406",0.257979568484235
"407",0.247390954747352
"408",0.00781660041309196
"409",0.89929727209115
"410",0.0933166338320217
"411",0.459578847829999
"412",0.458573722561341
"413",0.244570825007076
"414",0.0540275231047646
"415",0.42599265098122
"416",0.424338909951571
"417",0.485335449097772
