"","x"
"1",0.319156432314937
"2",0.105026236004912
"3",0.244166881726621
"4",0.0537377348760366
"5",0.198964162799956
"6",0.244298794177993
"7",0.346649442260307
"8",0.312137643730566
"9",0.0857622536367875
"10",0.312198485868067
"11",0.0117131229914358
"12",0.631412192339436
"13",0.0399886838233735
"14",0.602920370049725
"15",0.281038579081862
"16",0.198220580574533
"17",0.563045610671738
"18",0.00553862033923691
"19",0.27019578433598
"20",0.618471745119684
"21",0.414197664028671
"22",0.0283842716595059
"23",0.00344134315633748
"24",0.640496533364101
"25",0.863054091888958
"26",0.429405656760668
"27",0.526610616577522
"28",0.62650641768867
"29",0.76246598944571
"30",0.572577356597159
"31",0.608154539523481
"32",0.167371651543879
"33",0.432910951942565
"34",0.0656828596554753
"35",0.958678767625031
"36",0.172595422014197
"37",0.0117114702180263
"38",0.499570343474805
"39",0.699883082283556
"40",0.380766779537552
"41",0.376966854863426
"42",0.715934313968899
"43",0.583080108264511
"44",0.370575972265915
"45",0.410501444923211
"46",0.155188372441164
"47",0.578188963813119
"48",0.0430403859857205
"49",0.744728353325235
"50",0.61136694218149
"51",0.865606099468519
"52",0.115524342218082
"53",0.100498197579435
"54",0.0653989803931302
"55",0.148980117017931
"56",0.840912693853531
"57",0.115754780200605
"58",0.684178411410604
"59",0.122647691782585
"60",0.168924183013788
"61",0.167376250701759
"62",0.0146070289504856
"63",0.841905425145955
"64",0.215936979487041
"65",0.77903032916847
"66",0.795900569779233
"67",0.286090056985362
"68",0.834677337015282
"69",0.751321260925167
"70",0.27405516506199
"71",0.143310946564524
"72",0.870998306259135
"73",0.0922878489220912
"74",0.649474742095003
"75",0.309311344675385
"76",0.179588007852723
"77",0.543316490153339
"78",0.561490270386569
"79",0.182516239131546
"80",0.671197491589505
"81",0.335655757315126
"82",0.929859283125107
"83",0.623181800165219
"84",0.0561386106335579
"85",0.92207827508179
"86",0.402248716647219
"87",0.548264485506686
"88",0.254585820506566
"89",0.069723766149452
"90",0.342648981175238
"91",0.0220955182761662
"92",0.00031347101625967
"93",0.243428973063846
"94",0.4780900756247
"95",0.116650269017339
"96",0.829183071616116
"97",0.13856476811962
"98",0.317392893615075
"99",0.0191661354697749
"100",0.193943998993821
"101",0.311847757421166
"102",0.22643274133339
"103",0.36105939835307
"104",0.238243517478797
"105",0.272837325825968
"106",0.282601571876506
"107",0.635454750304729
"108",0.641781440957482
"109",0.153236705528213
"110",0.946719157207968
"111",0.0411187853011935
"112",0.125096786959522
"113",0.0970251937675686
"114",0.0440904697282954
"115",0.565580389677006
"116",0.192249010781347
"117",0.177870130986591
"118",0.595775754472846
"119",0.342352389895811
"120",0.161238192692315
"121",0.343119415073865
"122",0.15707374917315
"123",0.0681448302356685
"124",0.000380038415292439
"125",0.936714296913163
"126",0.0445172471198845
"127",0.00392603548687565
"128",0.0394669031299177
"129",0.515399229437311
"130",0.0147632883602979
"131",0.0614784937114585
"132",0.354773762261631
"133",0.613671746378422
"134",0.517521486233904
"135",0.00106543882853216
"136",0.224078551454015
"137",0.326675512824255
"138",0.687857507124213
"139",0.51407459688339
"140",0.411834384382497
"141",0.521238634391706
"142",0.00100831347460095
"143",0.368320054463135
"144",0.392310020075817
"145",0.698276849294751
"146",0.101758620232082
"147",0.761330251875315
"148",0.801081239549909
"149",0.106442301140002
"150",0.373986065195478
"151",0.872784964414864
"152",0.663310171116915
"153",0.167484847804782
"154",0.822004510104527
"155",0.0590604338754513
"156",0.451368313333434
"157",0.17877613938071
"158",0.653628436996737
"159",0.00249723171274319
"160",0.0964989631890329
"161",0.246021301215956
"162",0.696552766756268
"163",0.141340740515708
"164",0.620333757363634
"165",0.328535392783188
"166",0.199604387791241
"167",0.511476901795963
"168",0.228762833178318
"169",0.436713832444268
"170",0.0267788218269454
"171",0.0171417017831953
"172",0.32426782409904
"173",0.93568376088756
"174",0.481449062828899
"175",0.0190654762409761
"176",0.303214423738244
"177",0.0278892496305878
"178",0.730195137013407
"179",0.193107931316016
"180",0.450204111535414
"181",0.332687738256896
"182",0.515008043758372
"183",0.153599533100214
"184",0.750579225456145
"185",0.523082064431577
"186",0.153767711359978
"187",0.419695847759152
"188",0.000770808252342881
"189",0.00939942168921504
"190",0.626607971248306
"191",0.090680959092742
"192",0.0881393162443025
