"x"
"1000"
"-1"
"400"
"2"
"1"
"MVN"
"SIR"
"random"
"10"
"2"
"7"
"lasso"
"0.047"
"0.057"
"0.041"
"0.066"
"1"
"0.999"
"1"
"1"
"1"
"1"
"0.999"
"0.998"
"1"
"1"
"0.048"
"0.041"
"0.054"
"0.045"
"1"
"1"
"1"
"1"
"1"
"1"
"1"
"1"
"0.056"
"0.047"
