"x"
"1000"
"-1"
"400"
"2"
"1"
"MVN"
"Bspline"
"random"
"10"
"2"
"7"
"lasso"
"0.056"
"0.05"
"0.041"
"0.06"
"1"
"1"
"1"
"1"
"1"
"1"
"1"
"1"
"1"
"1"
"0.048"
"0.041"
"0.054"
"0.045"
"1"
"1"
"1"
"1"
"1"
"1"
"1"
"1"
"0.056"
"0.047"
