"x"
"1000"
"-1"
"400"
"5"
"1"
"MVN"
"SIR2"
"random"
"10"
"5"
"7"
"lasso"
"0.06"
"0.045"
"0.05"
"0.05"
"0.645"
"0.591"
"0.991"
"0.989"
"0.951"
"0.956"
"0.56"
"0.53"
"0.97"
"0.959"
"0.068"
"0.05"
"0.065"
"0.047"
"0.778"
"0.746"
"0.995"
"0.992"
"0.997"
"0.998"
"0.734"
"0.728"
"0.932"
"0.924"
