"x"
"1000"
"-1"
"400"
"4"
"1"
"MVN"
"SIR2"
"random"
"10"
"4"
"7"
"lasso"
"0.047"
"0.039"
"0.032"
"0.049"
"0.959"
"0.936"
"1"
"1"
"0.597"
"0.573"
"0.857"
"0.85"
"0.867"
"0.87"
"0.05"
"0.044"
"0.05"
"0.048"
"0.975"
"0.964"
"1"
"1"
"0.897"
"0.897"
"0.93"
"0.923"
"0.929"
"0.914"
