"x"
"1000"
"-1"
"400"
"4"
"1"
"MVN"
"Poly"
"random"
"10"
"4"
"7"
"lasso"
"0.021"
"0.021"
"0.023"
"0.018"
"0.999"
"0.997"
"1"
"1"
"0.945"
"0.939"
"0.998"
"0.997"
"0.994"
"0.998"
"0.05"
"0.044"
"0.05"
"0.048"
"0.975"
"0.964"
"1"
"1"
"0.897"
"0.897"
"0.93"
"0.923"
"0.929"
"0.914"
