"x"
"1000"
"-1"
"400"
"4"
"1"
"MVN"
"SIR"
"random"
"10"
"4"
"7"
"lasso"
"0.047"
"0.043"
"0.043"
"0.047"
"1"
"0.997"
"1"
"1"
"0.766"
"0.746"
"0.986"
"0.984"
"0.982"
"0.976"
"0.05"
"0.044"
"0.05"
"0.048"
"0.975"
"0.964"
"1"
"1"
"0.897"
"0.897"
"0.93"
"0.923"
"0.929"
"0.914"
