"x"
"1000"
"-1"
"400"
"1"
"1"
"MVN"
"SIR2"
"random"
"10"
"1"
"7"
"lasso"
"0.048"
"0.042"
"0.036"
"0.036"
"1"
"1"
"1"
"1"
"1"
"1"
"1"
"1"
"1"
"1"
"0.051"
"0.058"
"0.071"
"0.047"
"1"
"1"
"1"
"1"
"1"
"1"
"1"
"1"
"1"
"1"
