"x"
"1000"
"-1"
"400"
"3"
"1"
"MVN"
"SIR2"
"random"
"10"
"3"
"7"
"lasso"
"0.041"
"0.041"
"0.031"
"0.032"
"0.919"
"0.888"
"0.859"
"0.876"
"0.873"
"0.864"
"0.943"
"0.952"
"0.962"
"0.932"
"0.044"
"0.049"
"0.042"
"0.05"
"0.836"
"0.802"
"0.773"
"0.805"
"0.783"
"0.775"
"0.971"
"0.975"
"0.972"
"0.97"
